person,picture_name,keith_emotion,keith_emotion_strength
keith,keith(426).jpg,neutral,0.44
keith,keith(249).jpg,neutral,0.42
keith,keith(405).jpg,angry,0.62
keith,keith(39).jpg,happy,0.83
keith,keith(66).jpg,angry,0.67
keith,keith(376).jpg,sad,0.79
keith,iu27.png,neutral,0.49
keith,keith(336).jpg,angry,0.97
keith,keith(306).jpg,sad,0.39
keith,keith(16).jpg,neutral,0.49
keith,iu63.png,angry,0.74
keith,keith(280).jpg,angry,0.6
keith,keith(166).jpg,neutral,0.24
keith,keith(296).jpg,angry,0.45
keith,keith(411).jpg,angry,0.45
keith,kier-with-qcca-staff.png,neutral,0.4
keith,keith(36).jpg,happy,1
keith,keith(468).jpg,sad,0.62
keith,keith(63).jpg,neutral,0.58
keith,keith(432).jpg,angry,0.43
keith,autoplay-video-boris-johnson-news-boris-johnson-sir-keir-starmer-labour-party-labour-news-shadow-cab.png,fear,0.61
keith,keith(133).jpg,neutral,0.59
keith,keith(138).jpg,happy,0.56
keith,keith(324).jpg,happy,0.48
keith,keith(173).jpg,angry,0.76
keith,keith(254).jpg,neutral,0.79
keith,keith(259).jpg,angry,0.42
keith,keith(221).jpg,angry,0.68
keith,iu2.png,neutral,0.42
keith,keith(74).jpg,angry,0.84
keith,keith(466).jpg,neutral,0.38
keith,keith(282).jpg,neutral,0.54
keith,keith(406).jpg,angry,0.45
keith,keith(442).jpg,happy,0.89
keith,keith(320).jpg,angry,0.59
keith,keith(313).jpg,angry,0.86
keith,iu35.png,neutral,0.79
keith,shocked.jpg,surprise,0.9
